cardMstId,frontSkillMstId,backSkillMstId,autoSkillMstId,questSkillMstId,artMstId,questArtMstId,protectorSkillMstId,teamId,akbMemberMstId,seriesMstId,name,shortName,resourceName,assetBundleName,cardUniqueId,roleType,cardType,cardDetailType,weaponType,setEffectSeriesId,rarity,giveItemMstId,medalCount,attribute,kind,kindDetail,modeType,shaderType,maxLevel,maxAttack,maxMagicAttack,maxDefence,maxMagicDefence,addAttackValue,addMagicAttackValue,addDefenceValue,addMagicDefenceValue,defaultSellPrice,description,evolutionLevel,maxEvolutionLevel,deckCost,materialSkillExp,materialMergeExp,isInfiniteEvolution,isParameterCustomEnabled,isSkillCustomEnabled,isDeckDisabled,isRelease,createdTime
2430,1639,1639,982,1645,0,0,0,0,0,0,Count's Furniture Piece,Count's Furniture Pi,2430,card/20210330_gacha_hisshou,1142,0,1,8,20,0,5,2,64,3,0,0,0,0,80,1341,1504,733,759,12,14,6,7,55000,Count's Furniture Piece Description,0,0,18,1000,5500,0,0,0,0,1,0
2431,1639,1639,982,1645,0,0,0,0,0,0,Count's Furniture Piece,Count's Furniture Pi,2431,card/20210330_gacha_hisshou,1142,0,1,8,20,0,6,2,64,3,0,0,0,0,120,2049,2300,1118,1159,12,13,6,6,150000,Count's Furniture Piece Description,1,0,18,1000,10000,0,0,0,0,1,0
2432,3327,3327,2389,3418,0,0,0,0,0,0,Neighing Pegasus,Neighing Pegasus,2432,card/20210330_gacha_hisshou,1143,0,1,1,22,0,5,2,64,3,0,0,0,0,80,1510,1339,814,681,14,12,7,6,55000,Neighing Pegasus Description,0,0,18,1000,5500,0,0,0,0,1,0
2433,3327,3327,2389,3418,0,0,0,0,0,0,Neighing Pegasus,Neighing Pegasus,2433,card/20210330_gacha_hisshou,1143,0,1,1,22,0,6,2,64,3,0,0,0,0,120,2306,2047,1242,1039,13,12,7,6,150000,Neighing Pegasus Description,1,0,18,1000,10000,0,0,0,0,1,0
2434,1372,1372,2994,398,0,0,0,0,0,0,Book of Air Currents,Book of Air Currents,2434,card/20210330_gacha_hisshou,1144,0,1,2,4,0,5,2,64,3,0,0,0,0,80,1463,1376,829,683,13,13,7,6,55000,Book of Air Currents Description,0,0,18,1000,5500,0,0,0,0,1,0
2435,1372,1372,2994,398,0,0,0,0,0,0,Book of Air Currents,Book of Air Currents,2435,card/20210330_gacha_hisshou,1144,0,1,2,4,0,6,2,64,3,0,0,0,0,120,2234,2102,1263,1041,13,12,7,6,150000,Book of Air Currents Description,1,0,18,1000,10000,0,0,0,0,1,0
2436,0,0,0,0,839,837,0,0,0,0,"Flon, Corpse Spear","Flon, Corpse Spear",2436,card/20210330_gacha_hisshou,1145,0,3,61,0,0,5,2,64,1,12,35,0,0,80,1032,1262,1254,1060,9,11,11,9,55000,"Flon, Corpse Spear Description",0,0,0,1000,5500,0,0,0,0,1,0
2437,0,0,0,0,840,838,0,0,0,0,"Flon, Corpse Spear","Flon, Corpse Spear",2437,card/20210330_gacha_hisshou,1145,0,3,61,0,0,6,2,64,1,12,35,1,0,120,1557,1906,1892,1599,9,11,11,9,150000,"Flon, Corpse Spear Description",1,0,0,1000,10000,0,0,0,0,1,0
2440,0,0,0,0,0,0,29,0,0,0,Invader's Scrunchie (Projectile),Invader's Scrunchie,2440,card/20200917_medal_invader,1146,0,2,21,0,17,3,0,0,0,0,0,0,0,60,0,0,882,1002,0,0,11,13,5000,Invader's Scrunchie (Projectile) Description,0,0,0,100,200,0,0,0,0,1,0
2441,0,0,0,0,0,0,29,0,0,0,Invader's Scrunchie (Projectile),Invader's Scrunchie,2441,card/20200917_medal_invader,1146,0,2,21,0,17,4,0,0,0,0,0,0,0,70,0,0,1503,1709,0,0,16,19,18500,Invader's Scrunchie (Projectile) Description,1,0,0,100,1600,0,0,0,0,1,0
2442,0,0,0,0,0,0,29,0,0,0,Invader's Scrunchie (Projectile),Invader's Scrunchie,2442,card/20200917_medal_invader,1146,0,2,21,0,17,5,0,0,0,0,0,0,0,80,0,0,1854,2109,0,0,17,20,55000,Invader's Scrunchie (Projectile) Description,2,0,0,100,5500,0,0,0,0,1,0
2443,0,0,0,0,0,0,29,0,0,0,Invader's Sweatshirt (Projectile),Invader's Sweatshirt,2443,card/20200917_medal_invader,1147,0,2,22,0,17,3,0,0,0,0,0,0,0,60,0,0,885,1005,0,0,11,13,5000,Invader's Sweatshirt (Projectile) Description,0,0,0,100,200,0,0,0,0,1,0
2444,0,0,0,0,0,0,29,0,0,0,Invader's Sweatshirt (Projectile),Invader's Sweatshirt,2444,card/20200917_medal_invader,1147,0,2,22,0,17,4,0,0,0,0,0,0,0,70,0,0,1506,1712,0,0,16,19,18500,Invader's Sweatshirt (Projectile) Description,1,0,0,100,1600,0,0,0,0,1,0
2445,0,0,0,0,0,0,29,0,0,0,Invader's Sweatshirt (Projectile),Invader's Sweatshirt,2445,card/20200917_medal_invader,1147,0,2,22,0,17,5,0,0,0,0,0,0,0,80,0,0,1857,2112,0,0,17,19,55000,Invader's Sweatshirt (Projectile) Description,2,0,0,100,5500,0,0,0,0,1,0
2446,0,0,0,0,0,0,29,0,0,0,Invader's Sandals (Projectile),Invader's Sandals,2446,card/20200917_medal_invader,1148,0,2,23,0,17,3,0,0,0,0,0,0,0,60,0,0,888,1008,0,0,11,13,5000,Invader's Sandals (Projectile) Description,0,0,0,100,200,0,0,0,0,1,0
2447,0,0,0,0,0,0,29,0,0,0,Invader's Sandals (Projectile),Invader's Sandals,2447,card/20200917_medal_invader,1148,0,2,23,0,17,4,0,0,0,0,0,0,0,70,0,0,1509,1715,0,0,16,19,18500,Invader's Sandals (Projectile) Description,1,0,0,100,1600,0,0,0,0,1,0
2448,0,0,0,0,0,0,29,0,0,0,Invader's Sandals (Projectile),Invader's Sandals,2448,card/20200917_medal_invader,1148,0,2,23,0,17,5,0,0,0,0,0,0,0,80,0,0,1860,2115,0,0,17,19,55000,Invader's Sandals (Projectile) Description,2,0,0,100,5500,0,0,0,0,1,0
2449,0,0,0,0,0,0,29,0,0,0,Invader Friendship Bracelet (Projectile),Invader Friendship B,2449,card/20200917_medal_invader,1149,0,2,24,0,17,3,0,0,0,0,0,0,0,60,0,0,891,1011,0,0,11,13,5000,Invader Friendship Bracelet (Projectile) Description,0,0,0,100,200,0,0,0,0,1,0
2450,0,0,0,0,0,0,29,0,0,0,Invader Friendship Bracelet (Projectile),Invader Friendship B,2450,card/20200917_medal_invader,1149,0,2,24,0,17,4,0,0,0,0,0,0,0,70,0,0,1502,1708,0,0,16,19,18500,Invader Friendship Bracelet (Projectile) Description,1,0,0,100,1600,0,0,0,0,1,0
2451,0,0,0,0,0,0,29,0,0,0,Invader Friendship Bracelet (Projectile),Invader Friendship B,2451,card/20200917_medal_invader,1149,0,2,24,0,17,5,0,0,0,0,0,0,0,80,0,0,1853,2108,0,0,17,20,55000,Invader Friendship Bracelet (Projectile) Description,2,0,0,100,5500,0,0,0,0,1,0
2452,0,0,0,0,0,0,31,0,0,0,Invader's Scrunchie (Polearm),Invader's Scrunchie,2452,card/20200917_medal_invader,1150,0,2,21,0,17,3,0,0,0,0,0,0,0,60,0,0,884,1004,0,0,11,13,5000,Invader's Scrunchie (Polearm) Description,0,0,0,100,200,0,0,0,0,1,0
2453,0,0,0,0,0,0,31,0,0,0,Invader's Scrunchie (Polearm),Invader's Scrunchie,2453,card/20200917_medal_invader,1150,0,2,21,0,17,4,0,0,0,0,0,0,0,70,0,0,1505,1711,0,0,16,19,18500,Invader's Scrunchie (Polearm) Description,1,0,0,100,1600,0,0,0,0,1,0
2454,0,0,0,0,0,0,31,0,0,0,Invader's Scrunchie (Polearm),Invader's Scrunchie,2454,card/20200917_medal_invader,1150,0,2,21,0,17,5,0,0,0,0,0,0,0,80,0,0,1856,2111,0,0,17,19,55000,Invader's Scrunchie (Polearm) Description,2,0,0,100,5500,0,0,0,0,1,0
2455,0,0,0,0,0,0,31,0,0,0,Invader's Sweatshirt (Polearm),Invader's Sweatshirt,2455,card/20200917_medal_invader,1151,0,2,22,0,17,3,0,0,0,0,0,0,0,60,0,0,887,1007,0,0,11,13,5000,Invader's Sweatshirt (Polearm) Description,0,0,0,100,200,0,0,0,0,1,0
2456,0,0,0,0,0,0,31,0,0,0,Invader's Sweatshirt (Polearm),Invader's Sweatshirt,2456,card/20200917_medal_invader,1151,0,2,22,0,17,4,0,0,0,0,0,0,0,70,0,0,1508,1714,0,0,16,19,18500,Invader's Sweatshirt (Polearm) Description,1,0,0,100,1600,0,0,0,0,1,0
2457,0,0,0,0,0,0,31,0,0,0,Invader's Sweatshirt (Polearm),Invader's Sweatshirt,2457,card/20200917_medal_invader,1151,0,2,22,0,17,5,0,0,0,0,0,0,0,80,0,0,1859,2114,0,0,17,19,55000,Invader's Sweatshirt (Polearm) Description,2,0,0,100,5500,0,0,0,0,1,0
2458,0,0,0,0,0,0,31,0,0,0,Invader's Sandals (Polearm),Invader's Sandals,2458,card/20200917_medal_invader,1152,0,2,23,0,17,3,0,0,0,0,0,0,0,60,0,0,890,1010,0,0,11,13,5000,Invader's Sandals (Polearm) Description,0,0,0,100,200,0,0,0,0,1,0
2459,0,0,0,0,0,0,31,0,0,0,Invader's Sandals (Polearm),Invader's Sandals,2459,card/20200917_medal_invader,1152,0,2,23,0,17,4,0,0,0,0,0,0,0,70,0,0,1511,1717,0,0,16,19,18500,Invader's Sandals (Polearm) Description,1,0,0,100,1600,0,0,0,0,1,0
2460,0,0,0,0,0,0,31,0,0,0,Invader's Sandals (Polearm),Invader's Sandals,2460,card/20200917_medal_invader,1152,0,2,23,0,17,5,0,0,0,0,0,0,0,80,0,0,1852,2107,0,0,17,20,55000,Invader's Sandals (Polearm) Description,2,0,0,100,5500,0,0,0,0,1,0
2461,0,0,0,0,0,0,31,0,0,0,Invader Friendship Bracelet (Polearm),Invader Friendship B,2461,card/20200917_medal_invader,1153,0,2,24,0,17,3,0,0,0,0,0,0,0,60,0,0,883,1003,0,0,11,13,5000,Invader Friendship Bracelet (Polearm) Description,0,0,0,100,200,0,0,0,0,1,0
2462,0,0,0,0,0,0,31,0,0,0,Invader Friendship Bracelet (Polearm),Invader Friendship B,2462,card/20200917_medal_invader,1153,0,2,24,0,17,4,0,0,0,0,0,0,0,70,0,0,1504,1710,0,0,16,19,18500,Invader Friendship Bracelet (Polearm) Description,1,0,0,100,1600,0,0,0,0,1,0
2463,0,0,0,0,0,0,31,0,0,0,Invader Friendship Bracelet (Polearm),Invader Friendship B,2463,card/20200917_medal_invader,1153,0,2,24,0,17,5,0,0,0,0,0,0,0,80,0,0,1855,2110,0,0,17,19,55000,Invader Friendship Bracelet (Polearm) Description,2,0,0,100,5500,0,0,0,0,1,0
2464,0,0,0,0,0,0,23,0,0,0,Invader's Scrunchie (Staff),Invader's Scrunchie,2464,card/20200917_medal_invader,1154,0,2,21,0,17,3,0,0,0,0,0,0,0,60,0,0,886,1006,0,0,11,13,5000,Invader's Scrunchie (Staff) Description,0,0,0,100,200,0,0,0,0,1,0
2465,0,0,0,0,0,0,23,0,0,0,Invader's Scrunchie (Staff),Invader's Scrunchie,2465,card/20200917_medal_invader,1154,0,2,21,0,17,4,0,0,0,0,0,0,0,70,0,0,1507,1713,0,0,16,19,18500,Invader's Scrunchie (Staff) Description,1,0,0,100,1600,0,0,0,0,1,0
2466,0,0,0,0,0,0,23,0,0,0,Invader's Scrunchie (Staff),Invader's Scrunchie,2466,card/20200917_medal_invader,1154,0,2,21,0,17,5,0,0,0,0,0,0,0,80,0,0,1858,2113,0,0,17,19,55000,Invader's Scrunchie (Staff) Description,2,0,0,100,5500,0,0,0,0,1,0
2467,0,0,0,0,0,0,23,0,0,0,Invader's Sweatshirt (Staff),Invader's Sweatshirt,2467,card/20200917_medal_invader,1155,0,2,22,0,17,3,0,0,0,0,0,0,0,60,0,0,889,1009,0,0,11,13,5000,Invader's Sweatshirt (Staff) Description,0,0,0,100,200,0,0,0,0,1,0
2468,0,0,0,0,0,0,23,0,0,0,Invader's Sweatshirt (Staff),Invader's Sweatshirt,2468,card/20200917_medal_invader,1155,0,2,22,0,17,4,0,0,0,0,0,0,0,70,0,0,1510,1716,0,0,16,19,18500,Invader's Sweatshirt (Staff) Description,1,0,0,100,1600,0,0,0,0,1,0
2469,0,0,0,0,0,0,23,0,0,0,Invader's Sweatshirt (Staff),Invader's Sweatshirt,2469,card/20200917_medal_invader,1155,0,2,22,0,17,5,0,0,0,0,0,0,0,80,0,0,1861,2116,0,0,17,19,55000,Invader's Sweatshirt (Staff) Description,2,0,0,100,5500,0,0,0,0,1,0
2470,0,0,0,0,0,0,23,0,0,0,Invader's Sandals (Staff),Invader's Sandals,2470,card/20200917_medal_invader,1156,0,2,23,0,17,3,0,0,0,0,0,0,0,60,0,0,882,1002,0,0,11,13,5000,Invader's Sandals (Staff) Description,0,0,0,100,200,0,0,0,0,1,0
2471,0,0,0,0,0,0,23,0,0,0,Invader's Sandals (Staff),Invader's Sandals,2471,card/20200917_medal_invader,1156,0,2,23,0,17,4,0,0,0,0,0,0,0,70,0,0,1503,1709,0,0,16,19,18500,Invader's Sandals (Staff) Description,1,0,0,100,1600,0,0,0,0,1,0
2472,0,0,0,0,0,0,23,0,0,0,Invader's Sandals (Staff),Invader's Sandals,2472,card/20200917_medal_invader,1156,0,2,23,0,17,5,0,0,0,0,0,0,0,80,0,0,1854,2109,0,0,17,20,55000,Invader's Sandals (Staff) Description,2,0,0,100,5500,0,0,0,0,1,0
2473,0,0,0,0,0,0,23,0,0,0,Invader Friendship Bracelet (Staff),Invader Friendship B,2473,card/20200917_medal_invader,1157,0,2,24,0,17,3,0,0,0,0,0,0,0,60,0,0,885,1005,0,0,11,13,5000,Invader Friendship Bracelet (Staff) Description,0,0,0,100,200,0,0,0,0,1,0
2474,0,0,0,0,0,0,23,0,0,0,Invader Friendship Bracelet (Staff),Invader Friendship B,2474,card/20200917_medal_invader,1157,0,2,24,0,17,4,0,0,0,0,0,0,0,70,0,0,1506,1712,0,0,16,19,18500,Invader Friendship Bracelet (Staff) Description,1,0,0,100,1600,0,0,0,0,1,0
2475,0,0,0,0,0,0,23,0,0,0,Invader Friendship Bracelet (Staff),Invader Friendship B,2475,card/20200917_medal_invader,1157,0,2,24,0,17,5,0,0,0,0,0,0,0,80,0,0,1857,2112,0,0,17,19,55000,Invader Friendship Bracelet (Staff) Description,2,0,0,100,5500,0,0,0,0,1,0
2476,0,0,0,0,0,0,21,0,0,0,Invader's Scrunchie (Artifact),Invader's Scrunchie,2476,card/20200917_medal_invader,1158,0,2,21,0,17,3,0,0,0,0,0,0,0,60,0,0,888,1008,0,0,11,13,5000,Invader's Scrunchie (Artifact) Description,0,0,0,100,200,0,0,0,0,1,0
2477,0,0,0,0,0,0,21,0,0,0,Invader's Scrunchie (Artifact),Invader's Scrunchie,2477,card/20200917_medal_invader,1158,0,2,21,0,17,4,0,0,0,0,0,0,0,70,0,0,1509,1715,0,0,16,19,18500,Invader's Scrunchie (Artifact) Description,1,0,0,100,1600,0,0,0,0,1,0
2478,0,0,0,0,0,0,21,0,0,0,Invader's Scrunchie (Artifact),Invader's Scrunchie,2478,card/20200917_medal_invader,1158,0,2,21,0,17,5,0,0,0,0,0,0,0,80,0,0,1860,2115,0,0,17,19,55000,Invader's Scrunchie (Artifact) Description,2,0,0,100,5500,0,0,0,0,1,0
2479,0,0,0,0,0,0,21,0,0,0,Invader's Sweatshirt (Artifact),Invader's Sweatshirt,2479,card/20200917_medal_invader,1159,0,2,22,0,17,3,0,0,0,0,0,0,0,60,0,0,891,1011,0,0,11,13,5000,Invader's Sweatshirt (Artifact) Description,0,0,0,100,200,0,0,0,0,1,0
2480,0,0,0,0,0,0,21,0,0,0,Invader's Sweatshirt (Artifact),Invader's Sweatshirt,2480,card/20200917_medal_invader,1159,0,2,22,0,17,4,0,0,0,0,0,0,0,70,0,0,1502,1708,0,0,16,19,18500,Invader's Sweatshirt (Artifact) Description,1,0,0,100,1600,0,0,0,0,1,0
2481,0,0,0,0,0,0,21,0,0,0,Invader's Sweatshirt (Artifact),Invader's Sweatshirt,2481,card/20200917_medal_invader,1159,0,2,22,0,17,5,0,0,0,0,0,0,0,80,0,0,1853,2108,0,0,17,20,55000,Invader's Sweatshirt (Artifact) Description,2,0,0,100,5500,0,0,0,0,1,0
2482,0,0,0,0,0,0,21,0,0,0,Invader's Sandals (Artifact),Invader's Sandals,2482,card/20200917_medal_invader,1160,0,2,23,0,17,3,0,0,0,0,0,0,0,60,0,0,884,1004,0,0,11,13,5000,Invader's Sandals (Artifact) Description,0,0,0,100,200,0,0,0,0,1,0
2483,0,0,0,0,0,0,21,0,0,0,Invader's Sandals (Artifact),Invader's Sandals,2483,card/20200917_medal_invader,1160,0,2,23,0,17,4,0,0,0,0,0,0,0,70,0,0,1505,1711,0,0,16,19,18500,Invader's Sandals (Artifact) Description,1,0,0,100,1600,0,0,0,0,1,0
2484,0,0,0,0,0,0,21,0,0,0,Invader's Sandals (Artifact),Invader's Sandals,2484,card/20200917_medal_invader,1160,0,2,23,0,17,5,0,0,0,0,0,0,0,80,0,0,1856,2111,0,0,17,19,55000,Invader's Sandals (Artifact) Description,2,0,0,100,5500,0,0,0,0,1,0
2485,0,0,0,0,0,0,21,0,0,0,Invader Friendship Bracelet (Artifact),Invader Friendship B,2485,card/20200917_medal_invader,1161,0,2,24,0,17,3,0,0,0,0,0,0,0,60,0,0,887,1007,0,0,11,13,5000,Invader Friendship Bracelet (Artifact) Description,0,0,0,100,200,0,0,0,0,1,0
2486,0,0,0,0,0,0,21,0,0,0,Invader Friendship Bracelet (Artifact),Invader Friendship B,2486,card/20200917_medal_invader,1161,0,2,24,0,17,4,0,0,0,0,0,0,0,70,0,0,1508,1714,0,0,16,19,18500,Invader Friendship Bracelet (Artifact) Description,1,0,0,100,1600,0,0,0,0,1,0
2487,0,0,0,0,0,0,21,0,0,0,Invader Friendship Bracelet (Artifact),Invader Friendship B,2487,card/20200917_medal_invader,1161,0,2,24,0,17,5,0,0,0,0,0,0,0,80,0,0,1859,2114,0,0,17,19,55000,Invader Friendship Bracelet (Artifact) Description,2,0,0,100,5500,0,0,0,0,1,0
2488,3090,3090,1040,3092,0,0,0,0,0,0,Spear of Devotion,Spear of Devotion,2488,card/20200917_medal_invader,1162,0,1,8,18,0,4,2,8,2,0,0,0,0,70,853,939,450,513,9,10,4,5,18500,Spear of Devotion Description,0,0,14,300,1600,0,0,0,0,1,0
2489,3090,3090,1040,3092,0,0,0,0,0,0,Spear of Devotion,Spear of Devotion,2489,card/20200917_medal_invader,1162,0,1,8,18,0,5,2,8,2,0,0,0,0,80,1009,1112,531,607,9,10,4,5,55000,Spear of Devotion Description,1,0,14,300,5500,0,0,0,0,1,0
2490,0,0,0,0,841,843,0,0,0,0,Crab,Crab,2490,card/20200917_medal_invader,1163,0,3,61,0,0,4,0,0,1,31,1,0,0,70,638,634,738,736,7,7,8,8,18500,Crab Description,0,0,0,1000,5500,0,0,0,0,1,0
2491,0,0,0,0,842,844,0,0,0,0,Crab,Crab,2491,card/20200917_medal_invader,1163,0,3,61,0,0,5,0,0,1,31,1,1,0,80,790,786,912,910,7,7,8,8,55000,Crab Description,1,0,0,1000,10000,0,0,0,0,1,0
2492,0,0,0,0,845,847,0,0,0,0,Octopus,Octopus,2492,card/20200917_medal_invader,1164,0,3,61,0,0,4,0,0,1,31,2,0,0,70,736,732,644,642,8,8,7,7,18500,Octopus Description,0,0,0,1000,5500,0,0,0,0,1,0
2493,0,0,0,0,846,848,0,0,0,0,Octopus,Octopus,2493,card/20200917_medal_invader,1164,0,3,61,0,0,5,0,0,1,31,2,1,0,80,910,906,796,794,8,8,7,7,55000,Octopus Description,1,0,0,1000,10000,0,0,0,0,1,0
2494,0,0,0,0,849,851,0,0,0,0,Squid,Squid,2494,card/20200917_medal_invader,1165,0,3,61,0,0,4,0,0,1,31,3,0,0,70,738,638,742,644,8,7,8,7,18500,Squid Description,0,0,0,1000,5500,0,0,0,0,1,0
2495,0,0,0,0,850,852,0,0,0,0,Squid,Squid,2495,card/20200917_medal_invader,1165,0,3,61,0,0,5,0,0,1,31,3,1,0,80,912,790,916,796,8,7,8,7,55000,Squid Description,1,0,0,1000,10000,0,0,0,0,1,0
2496,0,0,0,0,853,855,0,0,0,0,UFO,UFO,2496,card/20200917_medal_invader,1166,0,3,61,0,0,5,0,0,1,31,4,0,0,80,644,736,648,742,6,6,6,6,55000,UFO Description,0,0,0,1000,5500,0,0,0,0,1,0
2497,0,0,0,0,854,856,0,0,0,0,UFO,UFO,2497,card/20200917_medal_invader,1166,0,3,61,0,0,6,0,0,1,31,4,1,0,120,1150,1317,1154,1323,6,7,6,7,150000,UFO Description,1,0,0,1000,10000,0,0,0,0,1,0
2498,3276,3276,976,3378,0,0,0,0,0,0,Invader's Gun,Invader's Gun,2498,card/20200917_medal_invader,1167,0,1,7,15,0,5,2,64,3,0,0,0,0,80,1319,1555,722,767,12,14,6,7,55000,Invader's Gun Description,0,0,18,1000,5500,0,0,0,0,1,0
2499,3276,3276,976,3378,0,0,0,0,0,0,Invader's Gun,Invader's Gun,2499,card/20200917_medal_invader,1167,0,1,7,15,0,6,2,64,3,0,0,0,0,120,2011,2374,1097,1167,11,13,6,6,150000,Invader's Gun Description,1,0,18,1000,10000,0,0,0,0,1,0
2500,3291,3291,980,3392,0,0,0,0,0,0,Invader's Spear of Gluttony,Invader's Spear of G,2500,card/20200917_gacha_invader,1168,0,1,8,18,0,5,2,64,2,0,0,0,0,80,1242,1370,679,742,11,13,6,7,55000,Invader's Spear of Gluttony Description,0,0,17,1000,5500,0,0,0,0,1,0
2501,3291,3291,980,3392,0,0,0,0,0,0,Invader's Spear of Gluttony,Invader's Spear of G,2501,card/20200917_gacha_invader,1168,0,1,8,18,0,6,2,64,2,0,0,0,0,120,1888,2086,1031,1127,11,12,6,6,150000,Invader's Spear of Gluttony Description,1,0,17,1000,10000,0,0,0,0,1,0
2502,3339,3339,2440,3430,0,0,0,0,0,0,Invader's Staff of Masochism,Invader's Staff of M,2502,card/20200917_gacha_invader,1169,0,1,4,6,0,5,2,64,2,0,0,0,0,80,1216,1322,746,753,11,12,7,7,55000,Invader's Staff of Masochism Description,0,0,17,1000,5500,0,0,0,0,1,0
2503,3339,3339,2440,3430,0,0,0,0,0,0,Invader's Staff of Masochism,Invader's Staff of M,2503,card/20200917_gacha_invader,1169,0,1,4,6,0,6,2,64,2,0,0,0,0,120,1849,2012,1131,1143,10,11,6,6,150000,Invader's Staff of Masochism Description,1,0,17,1000,10000,0,0,0,0,1,0
2504,2530,2530,977,2535,0,0,0,0,0,0,Invader's Sword,Invader's Sword,2504,card/20200917_gacha_invader,1170,0,1,5,7,0,5,2,64,2,0,0,0,0,80,1487,1341,737,779,14,12,6,7,55000,Invader's Sword Description,0,0,18,1000,5500,0,0,0,0,1,0
2505,2530,2530,977,2535,0,0,0,0,0,0,Invader's Sword,Invader's Sword,2505,card/20200917_gacha_invader,1170,0,1,5,7,0,6,2,64,2,0,0,0,0,120,2271,2049,1122,1187,13,12,6,6,150000,Invader's Sword Description,1,0,18,1000,10000,0,0,0,0,1,0
2506,3292,3292,972,3393,0,0,0,0,0,0,Spear of Delusion,Spear of Delusion,2506,card/20210325_gacha_gyakkou,1171,0,1,8,18,0,5,2,64,2,0,0,0,0,80,1379,1621,755,865,13,15,7,8,55000,Spear of Delusion Description,0,0,19,1000,5500,0,0,0,0,1,0
2507,3292,3292,972,3393,0,0,0,0,0,0,Spear of Delusion,Spear of Delusion,2507,card/20210325_gacha_gyakkou,1171,0,1,8,18,0,6,2,64,2,0,0,0,0,120,2113,2486,1154,1324,12,14,6,7,150000,Spear of Delusion Description,1,0,19,1000,10000,0,0,0,0,1,0
2508,3266,3266,975,3132,0,0,0,0,0,0,Cursed Hammer,Cursed Hammer,2508,card/20210325_gacha_gyakkou,1172,0,1,6,11,0,5,2,64,2,0,0,0,0,80,1535,1283,810,720,14,12,7,6,55000,Cursed Hammer Description,0,0,18,1000,5500,0,0,0,0,1,0
2509,3266,3266,975,3132,0,0,0,0,0,0,Cursed Hammer,Cursed Hammer,2509,card/20210325_gacha_gyakkou,1172,0,1,6,11,0,6,2,64,2,0,0,0,0,120,2341,1958,1233,1095,13,11,7,6,150000,Cursed Hammer Description,1,0,18,1000,10000,0,0,0,0,1,0
2510,2412,2412,985,2416,0,0,0,0,0,0,Beheaded General's Staff,Beheaded General's S,2510,card/20210325_gacha_gyakkou,1173,0,1,4,6,0,5,2,64,2,0,0,0,0,80,1376,1337,831,800,13,12,7,7,55000,Beheaded General's Staff Description,0,0,18,1000,5500,0,0,0,0,1,0
2511,2412,2412,985,2416,0,0,0,0,0,0,Beheaded General's Staff,Beheaded General's S,2511,card/20210325_gacha_gyakkou,1173,0,1,4,6,0,6,2,64,2,0,0,0,0,120,2102,2045,1268,1223,12,12,7,7,150000,Beheaded General's Staff Description,1,0,18,1000,10000,0,0,0,0,1,0
2512,2121,2121,2203,2122,0,0,0,0,0,0,Holy Water Rite,Holy Water Rite,2512,card/20210201_gacha_gakuto,1174,0,1,1,1,0,5,2,64,2,0,0,0,0,80,1343,1428,763,812,12,13,7,7,55000,Holy Water Rite Description,0,0,18,1000,5500,0,0,0,0,1,0
2513,2121,2121,2203,2122,0,0,0,0,0,0,Holy Water Rite,Holy Water Rite,2513,card/20210201_gacha_gakuto,1174,0,1,1,1,0,6,2,64,2,0,0,0,0,120,2051,2183,1163,1240,12,12,6,7,150000,Holy Water Rite Description,1,0,18,1000,10000,0,0,0,0,1,0
2608,998,998,972,63,0,0,0,0,0,0,Intent of Dependence,Intent of Dependence,2608,card/20210201_gacha_gakuto,1215,0,1,6,13,0,5,2,64,3,0,0,0,1,80,1438,1345,785,720,13,12,7,6,55000,Intent of Dependence Description,0,0,18,1000,5500,0,0,0,0,1,0
2609,998,998,972,63,0,0,0,0,0,0,Intent of Dependence,Intent of Dependence,2609,card/20210201_gacha_gakuto,1215,0,1,6,13,0,6,2,64,3,0,0,0,1,120,2193,2053,1193,1095,12,12,6,6,150000,Intent of Dependence Description,1,0,18,1000,10000,0,0,0,0,1,0
2610,2684,2684,986,2685,0,0,0,0,0,0,Intent of Justice,Intent of Justice,2610,card/20210201_gacha_gakuto,1216,0,1,2,5,0,5,2,64,1,0,0,0,1,80,1430,1337,777,712,13,12,7,6,55000,Intent of Justice Description,0,0,18,1000,5500,0,0,0,0,1,0
2611,2684,2684,986,2685,0,0,0,0,0,0,Intent of Justice,Intent of Justice,2611,card/20210201_gacha_gakuto,1216,0,1,2,5,0,6,2,64,1,0,0,0,1,120,2185,2045,1185,1087,12,12,6,6,150000,Intent of Justice Description,1,0,18,1000,10000,0,0,0,0,1,0
2614,3280,3280,980,3382,0,0,0,0,0,0,Hunting Bow of Misery,Hunting Bow of Miser,2614,card/20201020_gacha_halloween,1218,0,1,7,16,0,5,2,64,3,0,0,0,0,80,1218,1414,651,746,11,13,6,7,55000,Hunting Bow of Misery Description,0,0,17,1000,5500,0,0,0,0,1,0
2615,3280,3280,980,3382,0,0,0,0,0,0,Hunting Bow of Misery,Hunting Bow of Miser,2615,card/20201020_gacha_halloween,1218,0,1,7,16,0,6,2,64,3,0,0,0,0,120,1851,2150,986,1131,10,12,5,6,150000,Hunting Bow of Misery Description,1,0,17,1000,10000,0,0,0,0,1,0
2616,3330,3330,2389,3421,0,0,0,0,0,0,Wolf Strings of Depravity,Wolf Strings of Depr,2616,card/20201020_gacha_halloween,1219,0,1,1,3,0,5,2,64,3,0,0,0,0,80,1358,1354,668,748,12,12,6,7,55000,Wolf Strings of Depravity Description,0,0,17,1000,5500,0,0,0,0,1,0
