skillMstId,category,setEffectSeriesId,name,description,attackEffect,sp,maxLevel,resourceName,type,typeLabel,primaryIcon,secondaryIcon,rangeIcon,autoSkillPercentageType
1598,4,0,I'll Kill You,Deals 200% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1599,4,0,Blow You Away!,Deals 200% P.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1600,4,0,,Increases P.ATK of 1 ally by 70%.,0,0,15,,41,Single Ally/Self,0,0,0,0
1601,4,0,,Deals 110% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1602,4,0,I'll Kill You,Deals 200% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1603,4,0,Blow You Away!,Deals 130% P.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1628,4,0,Beginning Examination,Removes ▽ enemies' buffs.,0,0,15,,126,All Enemies,0,0,0,0
1629,4,0,,Deals 100% M.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1630,4,0,,Deals 100% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1631,4,0,Proceeding to Phase 2,"Halves 5 enemies' P.ATK, M.ATK, P.DEF, and M.DEF.",0,0,15,,43,All Enemies,0,0,0,0
1632,4,0,,Deals 100% M.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1633,4,0,,Deals 100% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1634,4,0,Tell Me the Difference,Deals 150% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1639,1,0,Sand Boundary (III),Deals great M.DMG to 1 to 2 enemies.\nSlightly increases own P.DEF and M.DEF.,0,22,15,,6,Multiple Enemies/Self,2,13,2,0
1641,1,0,Incantation of Disenchantment (III),Greatly reduces M.DEF of 1 to 2 enemies.,0,21,15,,44,multiple enemies,17,0,2,0
1642,3,0,Iron Shield Deployment (I),Chance to slightly increase P.DEF of 1 ally in the vanguard when using commands.,0,0,15,,122,own,0,0,0,1
1645,4,0,Sand Boundary (III),Deals great M.DMG to 1 to 2 enemies.\nSlightly increases own P.DEF and M.DEF.,0,22,15,,6,Multiple Enemies/Self,2,13,2,0
1647,4,0,Incantation of Disenchantment (III),Greatly reduces M.DEF of 1 to 2 enemies.,0,21,15,,44,multiple enemies,17,0,2,0
1648,4,0,,Deals 50% P.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1649,4,0,,Deals 50% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1650,4,0,,Deals 80% M.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1651,4,0,LOVE MEEEEEEE!,Increases P.DEF and M.DEF of 1 ally by 50%.,0,0,15,,41,Single Ally/Self,0,0,0,0
1652,4,0,,Deals 50% P.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1653,4,0,,Halves 1 enemy's P.DEF.,0,0,15,,43,Single Enemy,0,0,0,0
1654,4,0,LOVE MEEEEEEE!,Increases P.ATK of 1 ally by 600%.,0,0,15,,41,Single Ally/Self,0,0,0,0
1655,4,0,,Deals 100% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1656,4,0,,Deals 130% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1657,4,0,,Deals 150% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1658,1,0,Evil Hail of Assault (III),Deals great M.DMG to 1 to 2 enemies.\nSlightly increases own M.ATK.,0,22,15,,6,multiple enemies,2,6,2,0
1659,1,0,Gale of Exorcism (IV),Deals massive M.DMG to 1 enemy.,0,18,15,,1,Single Enemy,2,0,1,0
1660,1,0,Warrior's Waltz (IV),Massively increases 1 ally's P.ATK.,0,18,15,,41,Single Ally/Self,4,0,1,0
1661,1,0,Inferno of Exorcism (III),Deals great M.DMG to 1 to 2 enemies.,0,21,15,,2,multiple enemies,2,0,2,0
1662,1,0,Evil Hail of Assault (I),Deals slight M.DMG to 1 to 2 enemies.\nSlightly increases own M.ATK.,0,20,15,,6,multiple enemies,2,6,2,0
1663,1,0,Evil Gust of Leeching (II),Deals M.DMG to 1 enemy.\nSlightly restores own HP.,0,17,15,,3,Single Enemy/Self,2,3,1,0
1664,1,0,Rampart of Heat (I),Deals slight P.DMG to 1 to 2 enemies.\nSlightly increases own P.DEF and M.DEF.,0,20,15,,6,Multiple Enemies/Self,1,13,2,0
1665,1,0,Torch of Destruction (III),Deals great P.DMG to 1 enemy.,0,16,15,,1,Single Enemy,1,0,1,0
1666,1,0,Hero's Harmony (I),Slightly increases 2 allies' P.ATK and M.ATK.,0,23,15,,41,Multiple Allies/Self,8,0,3,0
1667,1,0,Prayer of Assault (II),Restores HP to 1 ally.\nSlightly increases ally's M.ATK.,0,17,15,,37,Single Ally/Self,3,6,1,0
1668,1,0,Curse of Submission (II),Reduces 1 enemy's P.DEF and M.DEF.,0,17,15,,43,Single Enemy,23,0,1,0
1669,1,0,Torrent of Exorcism (II),Deals M.DMG to 1 to 2 enemies.,0,19,15,,2,multiple enemies,2,0,2,0
1670,4,0,Evil Hail of Assault (III),Deals great M.DMG to 1 to 2 enemies.\nSlightly increases own M.ATK.,0,22,15,,6,multiple enemies,2,6,2,0
1671,4,0,Gale of Exorcism (IV),Deals massive M.DMG to 1 enemy.,0,18,15,,1,Single Enemy,2,0,1,0
1672,4,0,Warrior's Waltz (IV),Massively increases 1 ally's P.ATK.,0,18,15,,41,Single Ally/Self,4,0,1,0
1673,4,0,Inferno of Exorcism (III),Deals great M.DMG to 1 to 2 enemies.,0,21,15,,2,multiple enemies,2,0,2,0
1674,4,0,Evil Hail of Assault (I),Deals slight M.DMG to 1 to 2 enemies.\nSlightly increases own M.ATK.,0,20,15,,6,multiple enemies,2,6,2,0
1675,4,0,Evil Gust of Leeching (II),Deals M.DMG to 1 enemy.\nSlightly restores own HP.,0,17,15,,3,Single Enemy/Self,2,3,1,0
1676,4,0,Rampart of Heat (I),Deals slight P.DMG to 1 to 2 enemies.\nSlightly increases own P.DEF and M.DEF.,0,20,15,,6,Multiple Enemies/Self,1,13,2,0
1677,4,0,Torch of Destruction (III),Deals great P.DMG to 1 enemy.,0,16,15,,1,Single Enemy,1,0,1,0
1678,4,0,Hero's Harmony (I),Slightly increases 2 allies' P.ATK and M.ATK.,0,23,15,,41,Multiple Allies/Self,8,0,3,0
1679,4,0,Prayer of Assault (II),Restores HP to 1 ally.\nSlightly increases ally's M.ATK.,0,17,15,,37,Single Ally/Self,3,6,1,0
1680,4,0,Curse of Submission (II),Reduces 1 enemy's P.DEF and M.DEF.,0,17,15,,43,Single Enemy,23,0,1,0
1681,4,0,Torrent of Exorcism (II),Deals M.DMG to 1 to 2 enemies.,0,19,15,,2,multiple enemies,2,0,2,0
1706,4,0,,Deals 80% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1707,4,0,Let Me Feed!,Deals 120% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1708,4,0,Now Die!,Deals 80% P.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1709,4,0,,Deals 80% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1710,4,0,Let Me Feed!,Deals 120% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1711,4,0,,Deals 80% P.DMG to 2 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1712,4,0,Let Me Feed!,Deals 150% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1713,4,0,,Deals 120% P.DMG to 2 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1717,1,0,Gale of Destruction (IV),Deals massive P.DMG to 1 enemy.,0,18,15,,1,Single Enemy,1,0,1,0
1719,1,0,Curse of Rust (III),Greatly reduces P.ATK of 1 enemy.,0,16,15,,43,Single Enemy,14,0,1,0
1722,3,0,P.DEF Recovery (I),Chance to slightly increase P.DEF of 1 ally in the vanguard when restoring HP.,0,0,15,,501,own,0,0,0,1
1726,4,0,Gale of Destruction (IV),Deals massive P.DMG to 1 enemy.,0,18,15,,1,Single Enemy,1,0,1,0
1728,4,0,Curse of Rust (III),Greatly reduces P.ATK of 1 enemy.,0,16,15,,43,Single Enemy,14,0,1,0
1731,4,0,Drown in Sorrow,Deals 200% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1732,4,0,Cry Out in Woe,Deals 100% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1733,4,0,,Increases M.ATK and M.DEF of 1 ally by 10%.,0,0,15,,41,Single Ally,0,0,0,0
1734,4,0,,Deals 100% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1735,1,0,Evil Thunder of Onslaught (III),Deals great M.DMG to 1 to 2 enemies.\nSlightly reduces enemy's M.ATK.,0,22,15,,8,multiple enemies,2,16,2,0
1743,4,0,Evil Thunder of Onslaught (III),Deals great M.DMG to 1 to 2 enemies.\nSlightly reduces enemy's M.ATK.,0,22,15,,8,multiple enemies,2,16,2,0
1751,4,0,Big Brother Standard Buff,"Increases P.ATK, M.ATK, P.DEF, and M.DEF of 1 ally by 10%.",0,0,15,,41,Single Ally/Self,0,0,0,0
1752,4,0,,Deals 100% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1753,4,0,Big Brother Berserk Mode,Deals 200% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1754,4,0,Brother. Brother...,Deals 150% P.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1755,4,0,,Deals 120% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1756,4,0,,Deals 120% P.DMG to 2 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1757,4,0,,Deals 120% P.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1758,4,0,Countdown to Destruction,"Increases P.ATK, M.ATK, P.DEF, and M.DEF of 1 ally by 200%.",0,0,15,,41,Single Ally/Self,0,0,0,0
1759,4,0,3,Increases HP recovery of 1 ally by 300%.,0,0,15,,35,Single Ally/Self,0,0,0,0
1760,4,0,2,Removes ▽ enemies' buffs.,0,0,15,,126,All Enemies,0,0,0,0
1761,4,0,1,"Halves 5 enemies' P.ATK, M.ATK, P.DEF, and M.DEF.",0,0,15,,43,All Enemies,0,0,0,0
1762,4,0,Burst Bomb of Ruin,"Deals 2,000% M.DMG to 5 enemies.",0,0,15,,1,All Enemies,0,0,0,0
1763,4,0,Big Brother 80% or Less Skill,"Halves 1 enemy's P.ATK, M.ATK, P.DEF, and M.DEF.",0,0,15,,43,Single Enemy,0,0,0,0
1764,4,0,Big Brother 50% or Less Skill,"Halves P.ATK, M.ATK, P.DEF, and M.DEF of 2 enemies.",0,0,15,,43,multiple enemies,0,0,0,0
1765,1,0,Icicle of Onslaught (III),Deals great P.DMG to 1 enemy.\nSlightly reduces enemy's P.ATK.,0,19,15,,7,Single Enemy,1,14,1,0
1766,1,0,Prayer of Protection (III),Greatly restores HP to 1 ally.\nSlightly increases ally's M.DEF.,0,19,15,,37,Single Ally/Self,3,7,1,0
1767,1,0,Curse of Rust (IV),Massively reduces 1 enemy's P.ATK.,0,18,15,,43,Single Enemy,14,0,1,0
1768,1,0,Lightning of Protection (III),Deals great P.DMG to 1 to 2 enemies.\nSlightly increases own P.DEF.,0,22,15,,6,Multiple Enemies/Self,1,5,2,0
1769,1,0,Evil Blaze of Protection (I),Deals slight M.DMG to 1 to 2 enemies.\nSlightly increases own M.DEF.,0,20,15,,6,multiple enemies,2,7,2,0
1770,1,0,Blessed Gospel (I),Slightly restores HP to 2 allies.,0,23,15,,35,Multiple Allies/Self,3,0,3,0
1771,1,0,Wave of Exorcism (III),Deals great M.DMG to 1 enemy.,0,16,15,,1,Single Enemy,2,0,1,0
1772,1,0,Hero's Rhapsody (III),Greatly increases 1 ally's P.ATK and M.ATK.,0,17,15,,41,Single Ally/Self,8,0,1,0
1773,4,0,Icicle of Onslaught (III),Deals great P.DMG to 1 enemy.\nSlightly reduces enemy's P.ATK.,0,19,15,,7,Single Enemy,1,14,1,0
1774,4,0,Prayer of Protection (III),Greatly restores HP to 1 ally.\nSlightly increases ally's M.DEF.,0,19,15,,37,Single Ally/Self,3,7,1,0
1775,4,0,Curse of Rust (IV),Massively reduces 1 enemy's P.ATK.,0,18,15,,43,Single Enemy,14,0,1,0
1776,4,0,Lightning of Protection (III),Deals great P.DMG to 1 to 2 enemies.\nSlightly increases own P.DEF.,0,22,15,,6,Multiple Enemies/Self,1,5,2,0
1777,4,0,Evil Blaze of Protection (I),Deals slight M.DMG to 1 to 2 enemies.\nSlightly increases own M.DEF.,0,20,15,,6,multiple enemies,2,7,2,0
1778,4,0,Blessed Gospel (I),Slightly restores HP to 2 allies.,0,23,15,,35,Multiple Allies/Self,3,0,3,0
1779,4,0,Wave of Exorcism (III),Deals great M.DMG to 1 enemy.,0,16,15,,1,Single Enemy,2,0,1,0
1780,4,0,Hero's Rhapsody (III),Greatly increases 1 ally's P.ATK and M.ATK.,0,17,15,,41,Single Ally/Self,8,0,1,0
1781,4,0,Big Brother 20% or Less Skill,"Halves 5 enemies' P.ATK, M.ATK, P.DEF, and M.DEF.",0,0,15,,43,All Enemies,0,0,0,0
1782,4,0,I'll Kill You,"Increases P.ATK, M.ATK, P.DEF, and M.DEF of 1 ally by 100%.",0,0,15,,41,Multiple Allies/Self,0,0,0,0
1785,1,0,Evil Thunder of Defense (III),Deals great M.DMG to 1 to 2 enemies.\nSlightly reduces enemy's M.DEF.,0,22,15,,8,multiple enemies,2,17,2,0
1788,1,0,Evil Ember of Protection (III),Deals great M.DMG to 1 enemy.\nSlightly increases own M.DEF.,0,19,15,,5,Single Enemy,2,7,1,0
1791,1,0,Curse of Debilitation (III),Greatly reduces M.ATK of 1 enemy.,0,16,15,,43,Single Enemy,16,0,1,0
1793,4,0,Evil Thunder of Defense (III),Deals great M.DMG to 1 to 2 enemies.\nSlightly reduces enemy's M.DEF.,0,22,15,,8,multiple enemies,2,17,2,0
1795,4,0,Blessed Gospel (III),Greatly restores HP to 1 to 2 allies.,0,21,15,,36,Multiple Allies/Self,3,0,2,0
1796,4,0,Evil Ember of Protection (III),Deals great M.DMG to 1 enemy.\nSlightly increases own M.DEF.,0,19,15,,5,Single Enemy,2,7,1,0
1799,4,0,Curse of Debilitation (III),Greatly reduces M.ATK of 1 enemy.,0,16,15,,43,Single Enemy,16,0,1,0
1804,1,0,Evil Ember of Onslaught (III),Deals great M.DMG to 1 enemy.\nSlightly reduces enemy's M.ATK.,0,19,15,,7,Single Enemy,2,16,1,0
1807,1,0,Gale of Onslaught (III),Deals great P.DMG to 1 enemy.\nSlightly reduces enemy's P.ATK.,0,19,15,,7,Single Enemy,1,14,1,0
1808,1,0,Evil Hail of Protection (III),Deals great M.DMG to 1 to 2 enemies.\nSlightly increases own M.DEF.,0,22,15,,6,multiple enemies,2,7,2,0
1818,4,0,Evil Ember of Onslaught (III),Deals great M.DMG to 1 enemy.\nSlightly reduces enemy's M.ATK.,0,19,15,,7,Single Enemy,2,16,1,0
1821,4,0,Gale of Onslaught (III),Deals great P.DMG to 1 enemy.\nSlightly reduces enemy's P.ATK.,0,19,15,,7,Single Enemy,1,14,1,0
1822,4,0,Evil Hail of Protection (III),Deals great M.DMG to 1 to 2 enemies.\nSlightly increases own M.DEF.,0,22,15,,6,multiple enemies,2,7,2,0
1829,4,0,,Deals 100% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1830,4,0,Hang Your Head,Removes ▽ enemies' buffs.,0,0,15,,126,All Enemies,0,0,0,0
1831,4,0,,Increases 1 ally's P.ATK by 10%.,0,0,15,,41,Single Ally/Self,0,0,0,0
1832,4,0,Lowly Human,Deals 100% P.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1833,4,0,100% P.DMG. (Ziz's Squire Greater Hound),Deals 100% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1834,4,0,150% P.DMG. (Ziz's Squire Greater Hound),Deals 150% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1835,4,0,80% P.DMG to all enemies. (Ziz's Squire Greater Hound),Deals 80% P.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1836,4,0,100% P.DMG. (Ziz's Squire Greater Orc),Deals 100% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1837,4,0,150% P.DMG. (Ziz's Squire Greater Orc),Deals 150% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1838,4,0,150% P.DMG. to 2 enemies. (Ziz's Squire Greater Orc),Deals 150% P.DMG to 2 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1839,4,0,100% P.DMG. (Ziz's Squire Greater Golem),Deals 100% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1840,4,0,200% P.DMG. (Ziz's Squire Greater Golem),Deals 200% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1841,4,0,100% M.DMG. to all enemies. (Ziz's Squire Dragon),Deals 100% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1842,4,0,100% P.DMG. (Ziz's Squire Dragon),Deals 100% P.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1843,4,0,,Deals 50% M.DMG to 1 enemy.\nHalves enemy's M.DEF.,0,0,15,,7,Single Enemy,0,0,0,0
1844,4,0,Marriage Vow,"Deals 20,000% M.DMG to 5 enemies.",0,0,15,,1,All Enemies,0,0,0,0
1845,4,0,,"Increases P.ATK, M.ATK, P.DEF, and M.DEF of 2 allies by 10%.",0,0,15,,41,Multiple Allies/Self,0,0,0,0
1846,4,0,,"Increases HP recovery of 1 ally by 90,000%.",0,0,15,,35,Single Ally/Self,0,0,0,0
1847,4,0,III,"Increases P.ATK, M.ATK, P.DEF, and M.DEF of 1 ally by 20%.",0,0,15,,41,Single Ally/Self,0,0,0,0
1848,4,0,II,"Increases P.ATK, M.ATK, P.DEF, and M.DEF of 1 ally by 20%.",0,0,15,,41,Single Ally/Self,0,0,0,0
1849,4,0,I,"Increases P.ATK, M.ATK, P.DEF, and M.DEF of 1 ally by 20%.",0,0,15,,41,Single Ally/Self,0,0,0,0
1850,4,0,,Deals 50% M.DMG to 5 enemies.\nHalves enemy's M.DEF.,0,0,15,,7,All Enemies,0,0,0,0
1851,4,0,Rampage (Ziz's Squire Greater Hound),"Deals 3,000% P.DMG to 1 enemy.",0,0,15,,1,Single Enemy,0,0,0,0
1852,4,0,Rampage (Ziz's Squire Greater Orc),"Deals 2,000% P.DMG to 1 enemy.",0,0,15,,1,Single Enemy,0,0,0,0
1853,4,0,Rampage (Ziz's Squire Greater Golem),"Deals 2,000% P.DMG to 1 enemy.",0,0,15,,1,Single Enemy,0,0,0,0
1854,4,0,Rampage (Ziz's Squire Dragon),"Deals 2,000% M.DMG to 1 enemy.",0,0,15,,1,Single Enemy,0,0,0,0
1855,4,0,,"Deals 100% P.DMG to 1 enemy.\nIncreases own HP recovery by 100,000%.",0,0,15,,3,Single Enemy/Self,0,0,0,0
1860,4,0,,Deals 80% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1861,4,0,,Deals 80% P.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1862,4,0,◆■◆r■,Halves 5 enemies' P.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1863,4,0,,Deals 110% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1864,4,0,,Deals 80% M.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1865,4,0,Gimme Gimme Gimme,Deals 70% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1866,4,0,◆■◆r■,Halves 5 enemies' M.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1867,4,0,,Deals 50% M.DMG to 2 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1868,4,0,,Deals 50% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1869,4,0,□□,Increases 1 ally's M.ATK by 10%.,0,0,15,,41,Single Ally,0,0,0,0
1870,4,0,,Deals 70% M.DMG to 2 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1871,4,0,Correcting Correcting Correcting,Deals 50% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1872,4,0,Mirror,Increases 1 ally's M.ATK by 10%.,0,0,15,,41,Single Ally,0,0,0,0
1873,4,0,,Halves 5 enemies' M.ATK and M.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1874,4,0,,Deals 50% P.DMG to 2 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1875,4,0,■■ it ■!,Deals 50% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1876,4,0,,Halves 5 enemies' P.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1877,4,0,■■ it ■!,Deals 50% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1878,4,0,,Deals 50% P.DMG to 2 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1879,4,0,Die! Die! Die!,Deals 50% P.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1880,4,0,,Halves 5 enemy's P.ATK and P.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1881,4,0,,Deals 50% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1882,4,0,,Deals 50% M.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1883,4,0,,Increases 1 ally's M.ATK by 10%.,0,0,15,,41,Single Ally,0,0,0,0
1884,4,0,■■AahHHhhh,Removes ▽ enemies' buffs.,0,0,15,,126,All Enemies,0,0,0,0
1885,4,0,,Deals 50% M.DMG to 1 enemy.\nIncreases own M.ATK by 10%.,0,0,15,,5,Single Enemy,0,0,0,0
1886,4,0,,Deals 70% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1887,4,0,,Deals 50% M.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1888,4,0,,Halves 5 enemies' M.ATK and M.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1889,4,0,"Ashes, Lowly, Ashes",Removes ▽ enemies' buffs.,0,0,15,,126,All Enemies,0,0,0,0
1890,4,0,"""#'""$&'""アsc""#",Deals 50% M.DMG to 5 enemies.\nIncreases own HP recovery by 30%.,0,0,15,,3,All Enemies/Self,0,0,0,0
1891,4,0,,Deals 50% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1892,4,0,,Deals 50% P.DMG to 2 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1893,4,0,Life,Increases HP recovery of 1 ally by 10%.,0,0,15,,35,Single Ally/Self,0,0,0,0
1894,4,0,,Halves 5 enemies' P.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1895,4,0,,Deals 50% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1896,4,0,,Deals 50% M.DMG to 2 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1897,4,0,...,Deals 50% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1898,4,0,Life,Increases HP recovery of 1 ally by 15%.,0,0,15,,35,Single Ally/Self,0,0,0,0
1899,4,0,,Halves 5 enemies' M.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1900,4,0,,Deals 100% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1901,4,0,,Deals 80% P.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1902,4,0,"Gaaahhh'#!""",Increases 1 ally's P.ATK by 10%.,0,0,15,,41,Single Ally/Self,0,0,0,0
1903,4,0,,Deals 130% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1904,4,0,,Deals 120% M.DMG to 3 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1905,4,0,Me I Me I Me,Deals 110% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1906,4,0,"Gaaahhh'#!""",Increases 1 ally's M.ATK by 10%.,0,0,15,,41,Single Ally,0,0,0,0
1907,4,0,,Halves 5 enemies' M.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1908,4,0,,Deals 50% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1909,4,0,,Deals 50% P.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1910,4,0,Zzz Sleep Time,Increases HP recovery of 1 ally by 25%.,0,0,15,,35,Single Ally/Self,0,0,0,0
1911,4,0,,Deals 50% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1912,4,0,%$& Death,Deals 70% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1913,4,0,,Deals 50% P.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1914,4,0,,Halves 1 enemy's M.ATK and M.DEF.,0,0,15,,43,Single Enemy,0,0,0,0
1915,4,0,Ang■■!,Removes ▽ enemies' buffs.,0,0,15,,126,All Enemies,0,0,0,0
1916,4,0,I Will Eat You,Deals 50% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1917,4,0,Slice Through Everything,Deals 50% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1918,4,0,Give Me Power,Increases P.ATK and P.DEF of 1 ally by 3%.,0,0,15,,41,Single Ally/Self,0,0,0,0
1919,4,0,Grow Stronger,Increases P.ATK and M.ATK of 1 ally by 2.5%.,0,0,15,,41,Single Ally/Self,0,0,0,0
1920,4,0,Need More,"Increases P.ATK, M.ATK, P.DEF, and M.DEF of 1 to 2 allies by 1%.",0,0,15,,42,Multiple Allies/Self,0,0,0,0
1921,4,0,You're in the Way,Deals 50% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1922,4,0,That's Mine!,Deals 50% P.DMG to 1 enemy.\nIncreases own HP recovery by 10%.,0,0,15,,3,Single Enemy/Self,0,0,0,0
1923,4,0,Repent,"Increases P.ATK, M.ATK, P.DEF, and M.DEF of 1 ally by 3%.",0,0,15,,41,Single Ally/Self,0,0,0,0
1924,4,0,,Deals 50% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1925,4,0,,Deals 50% P.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1926,4,0,,Increases 1 ally's P.ATK by 10%.,0,0,15,,41,Single Ally/Self,0,0,0,0
1927,4,0,■ of ■■!,Removes ▽ enemies' buffs.,0,0,15,,126,All Enemies,0,0,0,0
1928,4,0,□□Moon□□,Deals 70% M.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
1929,4,0,,Deals 50% M.DMG to 2 enemies.,0,0,15,,1,multiple enemies,0,0,0,0
1930,4,0,,Deals 50% M.DMG to 5 enemies.,0,0,15,,1,All Enemies,0,0,0,0
1931,4,0,,Increases 1 ally's M.ATK by 10%.,0,0,15,,41,Single Ally,0,0,0,0
1932,4,0,"Tease, Torment, Taunt",Halves 5 enemies' P.DEF.,0,0,15,,43,All Enemies,0,0,0,0
1933,4,0,Shake Free,Deals 50% P.DMG to 1 enemy.,0,0,15,,1,Single Enemy,0,0,0,0
